data_source,game_key,turn,player_seat,posterior_marginal,posterior_joint,n_cand_marginal,n_cand_joint,n_constrained_others
hanab_live,1759644,1,1,0.7,0.7,5,5,4
hanab_live,1759644,6,0,0.777777777778,0.777777777778,5,5,4
hanab_live,1759644,11,1,0.666666666667,0.666666666667,3,3,4
hanab_live,1759644,14,0,0.571428571429,0.571428571429,4,4,4
hanab_live,1759644,16,0,0.5,0.5,3,3,4
hanab_live,1759644,24,0,0.5,0.4,4,3,4
hanab_live,1759644,29,1,0.833333333333,0.8,4,4,4
hanab_live,1759644,31,1,0,0,1,1,4
hanab_live,1759644,32,0,0,0,1,1,4
hanab_live,1759644,33,1,0.75,0.75,4,4,3
hanab_live,1759644,34,0,0,0,2,2,3
hanab_live,1759644,37,1,0,0,3,3,4
hanab_live,1759644,39,1,0.2,0.2,3,3,4
hanab_live,1759644,41,1,0.5,0.5,3,3,4
hanab_live,1759644,42,0,0,0,3,3,2
hanab_live,1759644,43,1,0,0,1,1,3
hanab_live,1759644,44,0,0.666666666667,0.666666666667,3,3,1
hanab_live,1759644,45,1,0,0,1,1,2
hanab_live,1759644,46,0,0,0,2,2,0
hanab_live,1759644,49,1,0.5,0.5,2,2,4
hanab_live,1759644,53,1,0,0,2,2,4
hanab_live,1759644,55,1,0.666666666667,0.5,3,2,4
hanab_live,1759644,60,0,0.5,0.5,2,2,4
hanab_live,1759644,61,1,0,0,1,1,3
hanab_live,1759644,63,1,0.666666666667,0.5,3,2,4
hanab_live,1759644,64,0,0,0,1,1,3
hanab_live,1759644,65,1,0,0,1,1,3
hanab_live,1759645,3,1,0.625,0.625,5,5,4
hanab_live,1759645,6,0,0.777777777778,0.777777777778,5,5,4
hanab_live,1759645,8,0,0.666666666667,0.678571428571,5,5,4
hanab_live,1759645,9,1,0.7,0.7,5,5,3
hanab_live,1759645,12,0,0.714285714286,0.714285714286,4,4,4
hanab_live,1759645,16,0,0.5,0.5,3,3,4
hanab_live,1759645,18,0,0.75,0.75,5,5,4
hanab_live,1759645,21,1,0.6,0.6,3,3,4
hanab_live,1759645,23,1,0.714285714286,0.714285714286,5,5,3
hanab_live,1759645,26,0,0.8,0.8,5,5,4
hanab_live,1759645,28,0,0.8,0.8,5,5,4
hanab_live,1759645,30,0,0.142857142857,0.142857142857,3,3,4
hanab_live,1759645,32,0,0.733333333333,0.703703703704,13,12,4
hanab_live,1759645,35,1,0.625,0.625,4,4,4
hanab_live,1759645,36,0,0.6,0.5,9,8,3
hanab_live,1759645,39,1,0.428571428571,0.428571428571,5,5,4
hanab_live,1759645,41,1,0.6,0.333333333333,4,2,4
hanab_live,1759645,42,0,0.8,0.8,4,4,2
hanab_live,1759645,46,0,0.666666666667,0.666666666667,3,3,4
hanab_live,1759645,50,0,0.666666666667,0.5,3,2,4
hanab_live,1759645,51,1,0,0,1,1,2
hanab_live,1759645,52,0,0,0,1,1,3
hanab_live,1759645,57,1,0.5,0.5,2,2,4
hanab_live,1759645,58,0,0.666666666667,0.6,5,4,1
hanab_live,1759645,60,0,0,0,1,1,0
hanab_live,1759647,2,0,0.583333333333,0.583333333333,19,19,4
hanab_live,1759647,3,1,0.685714285714,0.685714285714,20,20,4
hanab_live,1759647,6,0,0.52,0.52,13,13,4
hanab_live,1759647,8,0,0.714285714286,0.714285714286,4,4,4
hanab_live,1759647,10,0,0.714285714286,0.714285714286,4,4,4
hanab_live,1759647,11,1,0.888888888889,0.888888888889,5,5,4
hanab_live,1759647,12,0,0.4,0.4,2,2,3
hanab_live,1759647,14,0,0.612903225806,0.613333333333,18,18,4
hanab_live,1759647,31,1,0.666666666667,0.6,4,3,4
hanab_live,1759648,1,1,0.5,0.5,4,4,4
hanab_live,1759648,4,0,0.625,0.625,5,5,4
hanab_live,1759648,9,1,0,0,1,1,4
hanab_live,1759650,2,0,0.666666666667,0.666666666667,5,5,4
hanab_live,1759650,3,1,0.0769230769231,0.0769230769231,5,5,4
hanab_live,1759650,5,1,0.6,0.6,3,3,4
hanab_live,1759650,8,0,0.875,0.875,5,5,4
hanab_live,1759650,10,0,0.25,0.181818181818,5,5,4
hanab_live,1759650,12,0,0.454545454545,0.4,5,5,4
hanab_live,1759650,14,0,0.7,0.666666666667,5,5,4
hanab_live,1759650,17,1,0.75,0.75,5,5,4
hanab_live,1759650,19,1,0.5,0.5,3,3,4
hanab_live,1759650,23,1,0.666666666667,0.666666666667,3,3,4
hanab_live,1759650,27,1,0.4,0.4,3,3,4
hanab_live,1759650,29,1,0.625,0.571428571429,5,5,4
hanab_live,1759650,33,1,0.777777777778,0.785714285714,5,5,4
hanab_live,1759650,35,1,0.166666666667,0.2,4,4,4
hanab_live,1759650,37,1,0,0,1,1,3
hanab_live,1759650,38,0,0,0,1,1,1
hanab_live,1759650,44,0,0.666666666667,0.6,4,3,4
hanab_live,1759650,46,0,0.333333333333,0.333333333333,3,3,4
hanab_live,1759650,47,1,0,0,1,1,2
hanab_live,1759650,48,0,0,0,1,1,3
hanab_live,1759650,50,0,0,0,1,1,2
hanab_live,1759650,52,0,0.666666666667,0.666666666667,5,5,4
hanab_live,1759650,54,0,0,0,1,1,4
hanab_live,1759650,56,0,0,0,1,1,2
hanab_live,1759650,60,0,0,0,1,1,4
hanab_live,1759651,2,0,0,0,5,5,4
hanab_live,1759651,4,0,0.181818181818,0.181818181818,4,4,4
hanab_live,1759651,6,0,0.4,0.4,4,4,4
hanab_live,1759651,8,0,0.25,0.272727272727,5,5,4
hanab_live,1759651,12,0,0,0,1,1,4
hanab_live,1759651,13,1,0,0,4,4,3
hanab_live,1759651,14,0,0,0,1,1,3
hanab_live,1759651,15,1,0.4,0.4,4,4,2
hanab_live,1759651,17,1,0.6,0.6,4,4,4
hanab_live,1759651,19,1,0.666666666667,0.666666666667,4,4,4
hanab_live,1759651,20,0,0,0,1,1,2
hanab_live,1759651,24,0,0.666666666667,0.666666666667,5,5,4
hanab_live,1759653,2,0,0,0,5,5,4
hanab_live,1759653,6,0,0.0769230769231,0.0833333333333,5,5,4
hanab_live,1759653,8,0,0,0,1,1,4
hanab_live,1759653,10,0,0.25,0.285714285714,5,5,4
hanab_live,1759653,12,0,0,0,1,1,4
hanab_live,1759653,14,0,0.714285714286,0.666666666667,5,5,4
hanab_live,1759653,16,0,0.75,0.75,3,3,4
hanab_live,1759653,18,0,0.714285714286,0.714285714286,5,5,3
hanab_live,1759653,20,0,0.6,0.6,4,4,4
hanab_live,1759653,21,1,0.666666666667,0.666666666667,18,18,3
hanab_live,1759653,22,0,0.75,0.75,4,4,3
hanab_live,1759653,27,1,0.625,0.571428571429,5,5,4
hanab_live,1759653,29,1,0,0,1,1,4
hanab_live,1759653,30,0,0.6,0.6,3,3,3
hanab_live,1759653,31,1,0.666666666667,0.666666666667,5,5,3
hanab_live,1759653,34,0,0.666666666667,0.684210526316,16,16,4
hanab_live,1759653,36,0,0,0,1,1,3
hanab_live,1759653,37,1,0.863636363636,0.85625,19,19,2
hanab_live,1759653,40,0,0.823529411765,0.815384615385,13,13,4
hanab_live,1759653,41,1,0.333333333333,0.333333333333,2,2,1
hanab_live,1759653,42,0,0.333333333333,0.333333333333,2,2,3
hanab_live,1759653,44,0,0.666666666667,0.666666666667,3,3,2
hanab_live,1759653,48,0,0.833333333333,0.836363636364,11,11,1
hanab_live,1759653,50,0,0.9,0.902777777778,10,10,1
hanab_live,1759654,2,0,0.7,0.7,5,5,4
hanab_live,1759654,3,1,0.0769230769231,0.0769230769231,5,5,4
hanab_live,1759654,5,1,0.181818181818,0.181818181818,4,4,4
hanab_live,1759654,10,0,0.5,0.5,4,4,4
hanab_live,1759654,11,1,0.333333333333,0.333333333333,4,4,3
hanab_live,1759654,12,0,0.714285714286,0.714285714286,4,4,3
hanab_live,1759654,13,1,0.714285714286,0.714285714286,5,5,2
hanab_live,1759654,28,0,0,0,1,1,4
hanab_live,1759654,31,1,0.4,0.4,4,4,4
hanab_live,1759654,33,1,0.6,0.5,4,4,4
hanab_live,1759654,36,0,0,0,1,1,4
hanab_live,1759654,40,0,0.625,0.571428571429,5,5,4
hanab_live,1759654,42,0,0,0,1,1,3
hanab_live,1759654,43,1,0,0,1,1,2
hanab_live,1759654,44,0,0.333333333333,0.333333333333,2,2,2
hanab_live,1759654,45,1,0,0,1,1,1
hanab_live,1759654,49,1,0.75,0.75,4,4,4
hanab_live,1759654,52,0,0.75,0.666666666667,4,4,4
hanab_live,1759654,55,1,0.5,0.5,2,2,4
hanab_live,1759654,65,1,0,0,1,1,4
hanab_live,1759654,66,0,0,0,2,2,4
hanab_live,1759654,67,1,0.666666666667,0,6,2,4
hanab_live,1759654,68,0,0,0,1,1,3
hanab_live,1759654,69,1,0.6,0,5,1,4
hanab_live,1759658,3,1,0.714285714286,0.714285714286,4,4,4
hanab_live,1759658,5,1,0.7,0.7,5,5,4
hanab_live,1759658,19,1,0,0,1,1,4
hanab_live,1759658,24,0,0.571428571429,0.571428571429,4,4,4
hanab_live,1759658,25,1,0,0,1,1,4
hanab_live,1759658,27,1,0.6,0.5,4,3,4
hanab_live,1759661,2,0,0,0,5,5,4
hanab_live,1759661,4,0,0,0,1,1,4
hanab_live,1759661,5,1,0.363636363636,0.363636363636,5,5,4
hanab_live,1759661,8,0,0.285714285714,0.285714285714,3,3,4
hanab_live,1759661,10,0,0,0,1,1,4
hanab_live,1759661,11,1,0.625,0.625,4,4,4
hanab_live,1759661,12,0,0,0,1,1,3
hanab_live,1759661,13,1,0.666666666667,0.666666666667,4,4,3
hanab_live,1759661,17,1,0.333333333333,0.333333333333,5,5,4
hanab_live,1759661,22,0,0.714285714286,0.714285714286,5,5,4
hanab_live,1759661,37,1,0.5,0.5,4,4,4
hanab_live,1759661,38,0,0,0,1,1,4
hanab_live,1759661,40,0,0,0,1,1,4
hanab_live,1759661,42,0,0.75,0.75,3,3,3
hanab_live,1759661,44,0,0,0,1,1,2
hanab_live,1759661,48,0,0.666666666667,0.6,4,4,4
hanab_live,1759661,50,0,0.5,0.5,2,2,4
hanab_live,1759661,52,0,0.5,0.5,2,2,4
hanab_live,1759661,54,0,0,0,1,1,4
hanab_live,1759661,55,1,0,0,1,1,3
hanab_live,1759661,56,0,0.666666666667,0.666666666667,3,3,3
hanab_live,1759661,58,0,0.333333333333,0.333333333333,2,2,2
hanab_live,1759661,61,1,0,0,2,2,4
hanab_live,1759661,63,1,0,0,1,1,4
hanab_live,1759661,65,1,0,0,1,1,4
hanab_live,1759661,67,1,0,0,1,1,1
hanab_live,1759663,1,1,0,0,5,5,4
hanab_live,1759663,3,1,0.142857142857,0.142857142857,5,5,3
hanab_live,1759663,5,1,0.4,0.4,4,4,4
hanab_live,1759663,7,1,0.666666666667,0.666666666667,5,5,3
hanab_live,1759665,2,0,0,0,5,5,4
hanab_live,1759665,4,0,0.666666666667,0.625,5,5,4
hanab_live,1759665,6,0,0.666666666667,0.666666666667,4,4,4
hanab_live,1759665,8,0,0.7,0.666666666667,5,5,4
hanab_live,1759665,10,0,0.741935483871,0.735632183908,20,20,4
hanab_live,1759665,11,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759665,13,1,0.75,0.75,5,5,4
hanab_live,1759665,15,1,0.783783783784,0.781680440771,23,23,4
hanab_live,1759665,18,0,0,0,1,1,2
hanab_live,1759665,22,0,0.666666666667,0.666666666667,4,4,4
hanab_live,1759665,24,0,0.5,0.5,3,3,4
hanab_live,1759665,27,1,0.333333333333,0.333333333333,3,3,4
hanab_live,1759665,29,1,0.571428571429,0.571428571429,4,4,3
hanab_live,1759665,31,1,0,0,1,1,4
hanab_live,1759665,34,0,0.6,0.333333333333,5,4,4
hanab_live,1759665,36,0,0.777777777778,0.78125,5,5,4
hanab_live,1759665,41,1,0.75,0.75,4,4,4
hanab_live,1759665,43,1,0.333333333333,0.333333333333,2,2,3
hanab_live,1759665,44,0,0,0,1,1,2
hanab_live,1759665,49,1,0.5,0.5,3,3,4
hanab_live,1759665,51,1,0.75,0.666666666667,4,3,4
hanab_live,1759665,52,0,0.6,0.6,4,4,1
hanab_live,1759665,53,1,0,0,1,1,3
hanab_live,1759665,55,1,0,0,1,1,4
hanab_live,1759665,56,0,0,0,1,1,0
hanab_live,1759667,1,1,0,0,5,5,4
hanab_live,1759667,4,0,0.153846153846,0.153846153846,5,5,4
hanab_live,1759667,6,0,0.2,0.2,4,4,4
hanab_live,1759667,7,1,0.5,0.5,5,5,4
hanab_live,1759667,8,0,0.666666666667,0.666666666667,4,4,3
hanab_live,1759667,12,0,0.25,0.25,5,5,4
hanab_live,1759667,17,1,0.714285714286,0.714285714286,5,5,4
hanab_live,1759667,20,0,0.75,0.75,3,3,4
hanab_live,1759667,22,0,0,0,1,1,4
hanab_live,1759667,25,1,0.333333333333,0.333333333333,2,2,4
hanab_live,1759667,26,0,0,0,1,1,3
hanab_live,1759667,32,0,0,0,1,1,4
hanab_live,1759667,33,1,0.6,0.5,4,3,4
hanab_live,1759667,37,1,0.8,0.8,4,4,4
hanab_live,1759667,40,0,0.5625,0.575091575092,11,11,4
hanab_live,1759667,42,0,0.333333333333,0.333333333333,3,3,4
hanab_live,1759667,44,0,0.714285714286,0.727272727273,10,10,4
hanab_live,1759667,45,1,0,0,1,1,3
hanab_live,1759667,47,1,0,0,1,1,2
hanab_live,1759667,48,0,0.75,0.75,3,3,2
hanab_live,1759667,50,0,0,0,2,2,1
hanab_live,1759667,53,1,0.909090909091,0.909090909091,10,10,0
hanab_live,1759667,59,1,0.833333333333,0.833333333333,5,5,0
hanab_live,1759667,61,1,0,0,1,1,4
hanab_live,1759668,2,0,0,0,5,5,4
hanab_live,1759668,5,1,0.2,0.2,4,4,4
hanab_live,1759668,6,0,0.0909090909091,0.0909090909091,5,5,4
hanab_live,1759668,7,1,0,0,1,1,3
hanab_live,1759668,9,1,0.375,0.357142857143,5,5,4
hanab_live,1759668,10,0,0.428571428571,0.428571428571,5,5,3
hanab_live,1759668,18,0,0.333333333333,0.333333333333,5,5,4
hanab_live,1759668,20,0,0,0,1,1,3
hanab_live,1759668,22,0,0.5,0.5,2,2,2
hanab_live,1759668,24,0,0.571428571429,0.5,5,4,4
hanab_live,1759668,26,0,0,0,1,1,4
hanab_live,1759668,29,1,0.64,0.64,16,16,4
hanab_live,1759668,31,1,0.714285714286,0.722222222222,4,4,4
hanab_live,1759668,33,1,0,0,1,1,4
hanab_live,1759668,39,1,0,0,1,1,4
hanab_live,1759668,43,1,0.166666666667,0.166666666667,4,4,4
hanab_live,1759668,45,1,0.666666666667,0.666666666667,4,4,4
hanab_live,1759668,46,0,0,0,3,3,3
hanab_live,1759668,48,0,0.666666666667,0.6,5,4,4
hanab_live,1759668,50,0,0.5,0,2,1,4
hanab_live,1759668,52,0,0,0,1,1,3
hanab_live,1759668,54,0,0,0,1,1,2
hanab_live,1759668,57,1,0,0,1,1,4
hanab_live,1759668,62,0,0,0,1,1,4
hanab_live,1759671,3,1,0,0,1,1,4
hanab_live,1759671,5,1,0,0,4,4,4
hanab_live,1759671,7,1,0.1,0.1,4,4,3
hanab_live,1759671,9,1,0.625,0.625,5,5,4
hanab_live,1759671,13,1,0.5,0.5,2,2,4
hanab_live,1759671,14,0,0.75,0.75,5,5,4
hanab_live,1759671,15,1,0.6,0.583333333333,5,5,3
hanab_live,1759671,18,0,0.666666666667,0.666666666667,4,4,4
hanab_live,1759671,24,0,0.8,0.8,5,5,4
hanab_live,1759671,33,1,0.333333333333,0.2,4,3,4
hanab_live,1759671,36,0,0.4,0.4375,4,4,4
hanab_live,1759671,38,0,0.75,0.666666666667,4,3,4
hanab_live,1759671,40,0,0.5,0.5,3,3,4
hanab_live,1759671,41,1,0.333333333333,0.333333333333,3,3,3
hanab_live,1759671,42,0,0.5,0.5,2,2,3
hanab_live,1759671,44,0,0.666666666667,0.666666666667,3,3,4
hanab_live,1759671,48,0,0,0,1,1,4
hanab_live,1759671,50,0,0,0,1,1,4
hanab_live,1759671,51,1,0.5,0,2,1,4
hanab_live,1759671,53,1,0.25,0.25,2,2,4
hanab_live,1759671,55,1,0,0,1,1,4
hanab_live,1759671,57,1,0,0,1,1,3
hanab_live,1759671,59,1,0,0,1,1,2
hanab_live,1759671,61,1,0,0,1,1,4
hanab_live,1759671,64,0,0.5,0,2,1,4
hanab_live,1759671,66,0,0,0,1,1,3
hanab_live,1759674,6,0,0.625,0.625,5,5,4
hanab_live,1759675,2,0,0,0,5,5,4
hanab_live,1759675,3,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759675,5,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759675,7,1,0.714285714286,0.714285714286,5,5,4
hanab_live,1759675,9,1,0.75,0.758896551724,20,20,4
hanab_live,1759675,12,0,0.777777777778,0.777777777778,5,5,4
hanab_live,1759675,16,0,0.625,0.625,5,5,4
hanab_live,1759675,21,1,0,0,1,1,4
hanab_live,1759675,23,1,0.7,0.666666666667,5,4,4
hanab_live,1759675,25,1,0,0,2,2,3
hanab_live,1759675,26,0,0.833333333333,0.8,4,4,3
hanab_live,1759675,29,1,0.714285714286,0.714285714286,5,5,4
hanab_live,1759675,31,1,0.772727272727,0.752321981424,17,17,4
hanab_live,1759675,32,0,0,0,1,1,2
hanab_live,1759675,33,1,0.5,0.5,2,2,3
hanab_live,1759675,37,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759675,40,0,0.2,0.2,3,3,4
hanab_live,1759675,42,0,0.5,0.5,3,3,3
hanab_live,1759675,45,1,0,0,1,1,4
hanab_live,1759675,46,0,0,0,2,2,2
hanab_live,1759675,47,1,0.75,0.75,4,4,3
hanab_live,1759675,48,0,0.333333333333,0.333333333333,2,2,1
hanab_live,1759675,49,1,0.666666666667,0.666666666667,3,3,2
hanab_live,1759675,54,0,0.666666666667,0.666666666667,3,3,4
hanab_live,1759675,56,0,0,0,2,2,4
hanab_live,1759675,58,0,0,0,1,1,3
hanab_live,1759677,4,0,0,0,4,4,4
hanab_live,1759677,5,1,0,0,1,1,4
hanab_live,1759677,6,0,0,0,1,1,3
hanab_live,1759677,9,1,0.777777777778,0.777777777778,5,5,4
hanab_live,1759677,13,1,0.571428571429,0.571428571429,4,4,4
hanab_live,1759677,15,1,0.645161290323,0.653361344538,19,19,4
hanab_live,1759677,17,1,0,0,1,1,3
hanab_live,1759677,19,1,0,0,1,1,4
hanab_live,1759677,22,0,0.714285714286,0.714285714286,4,4,4
hanab_live,1759677,23,1,0,0,1,1,3
hanab_live,1759677,24,0,0.666666666667,0.666666666667,4,4,3
hanab_live,1759677,27,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759677,30,0,0.666666666667,0.68,4,4,4
hanab_live,1759677,37,1,0.666666666667,0.6,5,4,4
hanab_live,1759677,39,1,0,0,1,1,4
hanab_live,1759677,41,1,0,0,1,1,3
hanab_live,1759677,43,1,0.75,0.666666666667,4,3,4
hanab_live,1759677,45,1,0.692307692308,0.69696969697,10,9,4
hanab_live,1759677,46,0,0,0,1,1,1
hanab_live,1759677,47,1,0.5,0.5,3,3,3
hanab_live,1759677,49,1,0,0,2,1,4
hanab_live,1759677,51,1,0,0,1,1,4
hanab_live,1759677,54,0,0.8,0.75,4,3,4
hanab_live,1759677,55,1,0,0,1,1,3
hanab_live,1759677,56,0,0,0,1,1,3
hanab_live,1759679,2,0,0.7,0.7,5,5,4
hanab_live,1759679,3,1,0.777777777778,0.777777777778,5,5,4
hanab_live,1759679,5,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759679,9,1,0.75,0.75,5,5,4
hanab_live,1759679,23,1,0.714285714286,0.666666666667,4,4,4
hanab_live,1759679,26,0,0,0,1,1,4
hanab_live,1759679,28,0,0.2,0.2,3,3,4
hanab_live,1759679,30,0,0.6,0.6,4,4,4
hanab_live,1759679,31,1,0,0,1,1,3
hanab_live,1759679,36,0,0.5,0.5,3,3,4
hanab_live,1759679,38,0,0.5,0.25,4,4,4
hanab_live,1759679,43,1,0,0,1,1,4
hanab_live,1759679,45,1,0.5,0.5,3,3,4
hanab_live,1759679,48,0,0.333333333333,0.333333333333,3,3,4
hanab_live,1759679,49,1,0.666666666667,0.666666666667,3,3,4
hanab_live,1759679,50,0,0,0,1,1,3
hanab_live,1759679,52,0,0.25,0.25,4,4,4
hanab_live,1759679,54,0,0.333333333333,0.333333333333,3,3,3
hanab_live,1759679,57,1,0.666666666667,0.666666666667,3,3,4
hanab_live,1759679,58,0,0,0,1,1,2
hanab_live,1759679,60,0,0.5,0.5,2,2,4
hanab_live,1759679,61,1,0.5,0.5,2,2,3
hanab_live,1759682,1,1,0.666666666667,0.666666666667,4,4,4
hanab_live,1759682,3,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759682,5,1,0,0,1,1,4
hanab_live,1759682,8,0,0.307692307692,0.307692307692,5,5,4
hanab_live,1759682,11,1,0,0,1,1,4
hanab_live,1759682,15,1,0,0,1,1,4
hanab_live,1759682,18,0,0.375,0.375,5,5,4
hanab_live,1759682,21,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759682,24,0,0.8,0.8,4,4,4
hanab_live,1759682,32,0,0.6,0.6,4,4,4
hanab_live,1759682,35,1,0,0,1,1,4
hanab_live,1759682,36,0,0.666666666667,0.666666666667,3,3,3
hanab_live,1759682,38,0,0.571428571429,0.571428571429,4,4,4
hanab_live,1759682,43,1,0.666666666667,0.6,3,3,4
hanab_live,1759682,45,1,0.666666666667,0.666666666667,2,2,4
hanab_live,1759682,47,1,0,0,1,1,4
hanab_live,1759682,50,0,0,0,1,1,4
hanab_live,1759682,51,1,0,0,2,2,3
hanab_live,1759682,53,1,0.5,0.5,3,3,4
hanab_live,1759682,54,0,0,0,1,1,3
hanab_live,1759682,57,1,0.5,0.333333333333,3,2,4
hanab_live,1759682,59,1,0,0,1,1,3
hanab_live,1759682,60,0,0,0,1,1,1
hanab_live,1759682,61,1,0,0,1,1,2
hanab_live,1759682,63,1,0.75,0.75,4,4,4
hanab_live,1759683,3,1,0,0,5,5,4
hanab_live,1759683,4,0,0.153846153846,0.153846153846,5,5,4
hanab_live,1759683,7,1,0.333333333333,0.333333333333,5,5,3
hanab_live,1759683,9,1,0,0,1,1,4
hanab_live,1759683,10,0,0.444444444444,0.444444444444,4,4,3
hanab_live,1759683,12,0,0.714285714286,0.714285714286,5,5,4
hanab_live,1759683,13,1,0.714285714286,0.714285714286,4,4,3
hanab_live,1759683,15,1,0.666666666667,0.666666666667,4,4,4
hanab_live,1759683,19,1,0,0,1,1,4
hanab_live,1759683,21,1,0,0,1,1,3
hanab_live,1759683,23,1,0.714285714286,0.666666666667,4,4,4
hanab_live,1759683,25,1,0.8,0.8,4,4,4
hanab_live,1759683,28,0,0.714285714286,0.714285714286,5,5,4
hanab_live,1759683,30,0,0.666666666667,0.6,5,5,4
hanab_live,1759683,38,0,0.2,0.2,3,3,4
hanab_live,1759683,39,1,0,0,2,2,3
hanab_live,1759683,42,0,0.5,0.5,3,3,4
hanab_live,1759683,44,0,0.733333333333,0.717948717949,13,13,4
hanab_live,1759683,45,1,0,0,1,1,2
hanab_live,1759683,46,0,0.5,0.5,2,2,3
hanab_live,1759683,48,0,0,0,1,1,2
hanab_live,1759683,50,0,0.666666666667,0.666666666667,3,3,4
hanab_live,1759683,52,0,0.5,0.5,2,2,4
hanab_live,1759683,54,0,0.333333333333,0.333333333333,2,2,4
hanab_live,1759683,56,0,0,0,1,1,3
hanab_live,1759683,57,1,0,0,2,2,0
hanab_live,1759683,59,1,0,0,1,1,4
hanab_live,1759687,2,0,0,0,5,5,4
hanab_live,1759687,4,0,0.153846153846,0.153846153846,5,5,4
hanab_live,1759687,5,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759687,9,1,0.777777777778,0.777777777778,5,5,4
hanab_live,1759687,11,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759687,14,0,0,0,1,1,4
hanab_live,1759687,20,0,0.7,0.7,5,5,4
hanab_live,1759687,22,0,0,0,1,1,4
hanab_live,1759687,24,0,0,0,1,1,3
hanab_live,1759687,26,0,0.4,0.375,3,3,4
hanab_live,1759687,27,1,0.666666666667,0.666666666667,3,3,3
hanab_live,1759687,33,1,0.714285714286,0.75,5,5,4
hanab_live,1759687,34,0,0,0,1,1,1
hanab_live,1759687,37,1,0.6,0.555555555556,4,3,4
hanab_live,1759687,43,1,0,0,1,1,3
hanab_live,1759687,45,1,0.6,0.6,4,4,4
hanab_live,1759687,46,0,0,0,2,2,3
hanab_live,1759687,47,1,0.666666666667,0.666666666667,3,3,3
hanab_live,1759687,49,1,0.666666666667,0.6,4,3,4
hanab_live,1759687,50,0,0.8,0.8,10,10,2
hanab_live,1759687,51,1,0.6,0.5,4,3,3
hanab_live,1759687,53,1,0,0,1,1,2
hanab_live,1759687,56,0,0.5,0.5,2,2,4
hanab_live,1759687,57,1,0,0,1,1,4
hanab_live,1759687,60,0,0,0,1,1,4
hanab_live,1759687,62,0,0,0,1,1,4
hanab_live,1759687,64,0,0,0,1,1,4
hanab_live,1759689,2,0,0,0,5,5,4
hanab_live,1759689,4,0,0,0,1,1,4
hanab_live,1759689,6,0,0.666666666667,0.666666666667,5,5,4
hanab_live,1759689,7,1,0.25,0.25,5,5,4
hanab_live,1759689,9,1,0.5,0.5,5,5,4
hanab_live,1759689,12,0,0.666666666667,0.666666666667,4,4,4
hanab_live,1759689,16,0,0.666666666667,0.625,5,4,4
hanab_live,1759689,18,0,0.666666666667,0.6,5,4,4
hanab_live,1759689,21,1,0.666666666667,0.666666666667,4,4,4
hanab_live,1759689,35,1,0.6,0.5,4,4,4
hanab_live,1759689,37,1,0.625,0.571428571429,5,5,4
hanab_live,1759689,38,0,0.666666666667,0.666666666667,9,9,4
hanab_live,1759689,39,1,0.5,0.5,2,2,3
hanab_live,1759689,48,0,0.6,0.333333333333,4,2,4
hanab_live,1759689,50,0,0,0,1,1,4
hanab_live,1759689,51,1,0.5,0.5,3,3,3
hanab_live,1759689,52,0,0.5,0,3,1,3
hanab_live,1759689,54,0,0,0,1,1,2
hanab_live,1759689,55,1,0,0,1,1,2
hanab_live,1759689,56,0,0,0,1,1,1
hanab_live,1759689,59,1,0.666666666667,0,3,1,4
hanab_live,1759689,61,1,0,0,1,1,4
hanab_live,1759689,63,1,0,0,1,1,4
hanab_live,1759689,64,0,0,0,1,1,0
hanab_live,1759689,65,1,0,0,1,1,3
hanab_live,1759691,1,1,0,0,5,5,4
hanab_live,1759691,3,1,0.666666666667,0.666666666667,5,5,4
hanab_live,1759691,9,1,0.75,0.75,5,5,4
hanab_live,1759691,11,1,0.7,0.703703703704,5,5,4
hanab_live,1759691,13,1,0.714285714286,0.714285714286,5,5,4
hanab_live,1759691,16,0,0.714285714286,0.714285714286,5,5,4
hanab_live,1759691,17,1,0.666666666667,0.666666666667,3,3,4
hanab_live,1759691,20,0,0.666666666667,0.5,3,3,4
hanab_live,1759691,22,0,0.571428571429,0.571428571429,4,4,4
hanab_live,1759692,2,0,0.666666666667,0.666666666667,5,5,4
hanab_live,1759692,3,1,0.7,0.7,5,5,4
hanab_live,1759692,5,1,0.75,0.75,5,5,4
hanab_live,1759692,14,0,0,0,1,1,4
hanab_live,1759692,16,0,0.5,0.5,5,5,4
hanab_live,1759692,19,1,0,0,1,1,4
hanab_live,1759692,21,1,0.571428571429,0.5,5,4,4
hanab_live,1759692,26,0,0.5,0.5,2,2,4
hanab_live,1759692,27,1,0,0,1,1,4
hanab_live,1759692,29,1,0.625,0.625,4,4,4
hanab_live,1759692,32,0,0,0,1,1,4
hanab_live,1759692,35,1,0.5,0.5,2,2,4
hanab_live,1759692,42,0,0.2,0.2,3,3,4
hanab_live,1759692,45,1,0.625,0.607142857143,12,12,4
hanab_live,1759692,47,1,0.5,0.5,2,2,3
