game_id,turn,hinter,target_player,hint_type,hint_value,cards_touched,playable_cards_touched,candidates_before,candidates_after,disambiguation_power,next_action_by_target,data_source,hinter_type,partner_type
1757355,16,31ffe83acf78e535,5d951dd9e5f78a97,color,1,1,1,54,31,0.4259259259259259,play,hanab_live,human,human
1757355,18,31ffe83acf78e535,5d951dd9e5f78a97,color,0,2,1,49,23,0.5306122448979592,play,hanab_live,human,human
1757355,21,5d951dd9e5f78a97,31ffe83acf78e535,color,2,2,1,86,48,0.4418604651162791,play,hanab_live,human,human
1757355,24,31ffe83acf78e535,5d951dd9e5f78a97,color,0,2,1,47,26,0.4468085106382978,play,hanab_live,human,human
1757355,28,31ffe83acf78e535,5d951dd9e5f78a97,color,2,2,0,47,24,0.4893617021276595,hint,hanab_live,human,human
1757355,29,5d951dd9e5f78a97,31ffe83acf78e535,rank,2,3,1,78,35,0.5512820512820513,play,hanab_live,human,human
1757355,33,5d951dd9e5f78a97,31ffe83acf78e535,rank,4,2,1,63,32,0.492063492063492,play,hanab_live,human,human
1757355,36,31ffe83acf78e535,5d951dd9e5f78a97,color,2,3,1,45,26,0.4222222222222222,play,hanab_live,human,human
1757355,39,5d951dd9e5f78a97,31ffe83acf78e535,color,0,2,1,59,35,0.4067796610169492,play,hanab_live,human,human
1757355,44,31ffe83acf78e535,5d951dd9e5f78a97,color,4,1,1,66,43,0.3484848484848485,discard,hanab_live,human,human
1757355,47,5d951dd9e5f78a97,31ffe83acf78e535,rank,5,1,1,51,34,0.3333333333333333,discard,hanab_live,human,human
1757355,49,5d951dd9e5f78a97,31ffe83acf78e535,rank,5,2,2,44,33,0.25,play,hanab_live,human,human
1757356,0,e446b6c7fcd8e39e,clanker1,rank,1,3,3,125,55,0.56,hint,hanab_live,human,human
1757356,1,clanker1,e446b6c7fcd8e39e,rank,1,2,2,115,64,0.4434782608695652,play,hanab_live,human,human
1757356,4,e446b6c7fcd8e39e,clanker1,color,0,2,1,75,45,0.4,play,hanab_live,human,human
1757356,7,clanker1,e446b6c7fcd8e39e,color,3,1,0,100,71,0.29,play,hanab_live,human,human
1757356,11,clanker1,e446b6c7fcd8e39e,color,4,2,1,76,37,0.5131578947368421,play,hanab_live,human,human
1757356,13,clanker1,e446b6c7fcd8e39e,rank,2,1,1,46,32,0.3043478260869565,play,hanab_live,human,human
1757356,18,e446b6c7fcd8e39e,clanker1,rank,4,1,0,88,55,0.375,discard,hanab_live,human,human
1757356,21,clanker1,e446b6c7fcd8e39e,color,2,3,1,44,16,0.6363636363636364,play,hanab_live,human,human
1757356,23,clanker1,e446b6c7fcd8e39e,rank,3,2,2,30,20,0.3333333333333333,play,hanab_live,human,human
1757356,25,clanker1,e446b6c7fcd8e39e,rank,1,2,1,38,10,0.7368421052631579,play,hanab_live,human,human
1757356,28,e446b6c7fcd8e39e,clanker1,color,4,1,1,55,44,0.2,play,hanab_live,human,human
1757356,32,e446b6c7fcd8e39e,clanker1,color,3,2,0,61,35,0.4262295081967213,play,hanab_live,human,human
1757356,35,clanker1,e446b6c7fcd8e39e,color,0,1,0,54,34,0.3703703703703703,play,hanab_live,human,human
1757356,38,e446b6c7fcd8e39e,clanker1,rank,1,1,0,36,25,0.3055555555555556,play,hanab_live,human,human
1757356,40,e446b6c7fcd8e39e,clanker1,color,0,2,1,27,15,0.4444444444444444,hint,hanab_live,human,human
1757356,41,clanker1,e446b6c7fcd8e39e,rank,4,3,0,35,25,0.2857142857142857,discard,hanab_live,human,human
1757356,48,e446b6c7fcd8e39e,clanker1,rank,5,2,1,39,23,0.4102564102564102,play,hanab_live,human,human
1757356,51,clanker1,e446b6c7fcd8e39e,color,1,2,0,35,17,0.5142857142857142,play,hanab_live,human,human
1757356,53,clanker1,e446b6c7fcd8e39e,rank,1,1,0,17,8,0.5294117647058824,play,hanab_live,human,human
1757356,56,e446b6c7fcd8e39e,clanker1,rank,3,2,0,22,12,0.4545454545454545,play,hanab_live,human,human
1757356,58,e446b6c7fcd8e39e,clanker1,color,2,1,0,13,10,0.2307692307692307,play,hanab_live,human,human
1757356,60,e446b6c7fcd8e39e,clanker1,color,3,2,1,11,7,0.3636363636363636,play,hanab_live,human,human
1757357,0,clanker1,e446b6c7fcd8e39e,rank,1,2,2,120,67,0.4416666666666666,play,hanab_live,human,human
1757357,2,clanker1,e446b6c7fcd8e39e,color,0,2,1,86,53,0.3837209302325581,play,hanab_live,human,human
1757357,7,e446b6c7fcd8e39e,clanker1,color,3,2,0,120,67,0.4416666666666666,play,hanab_live,human,human
1757357,10,clanker1,e446b6c7fcd8e39e,rank,3,3,1,80,33,0.5875,play,hanab_live,human,human
1757357,12,clanker1,e446b6c7fcd8e39e,color,1,3,1,55,19,0.6545454545454545,play,hanab_live,human,human
1757357,14,clanker1,e446b6c7fcd8e39e,rank,4,1,0,37,29,0.2162162162162162,play,hanab_live,human,human
1757357,17,e446b6c7fcd8e39e,clanker1,color,4,1,0,66,39,0.4090909090909091,play,hanab_live,human,human
1757357,19,e446b6c7fcd8e39e,clanker1,color,0,1,1,49,37,0.2448979591836734,play,hanab_live,human,human
1757357,23,e446b6c7fcd8e39e,clanker1,rank,1,2,1,57,20,0.6491228070175439,play,hanab_live,human,human
1757357,27,e446b6c7fcd8e39e,clanker1,rank,2,2,2,54,37,0.3148148148148148,play,hanab_live,human,human
1757357,31,e446b6c7fcd8e39e,clanker1,color,2,1,0,73,47,0.3561643835616438,play,hanab_live,human,human
1757357,34,clanker1,e446b6c7fcd8e39e,color,2,2,1,84,43,0.4880952380952381,discard,hanab_live,human,human
1757357,37,e446b6c7fcd8e39e,clanker1,rank,4,3,3,42,13,0.6904761904761905,play,hanab_live,human,human
1757357,39,e446b6c7fcd8e39e,clanker1,color,4,1,0,27,19,0.2962962962962963,play,hanab_live,human,human
1757357,45,e446b6c7fcd8e39e,clanker1,rank,1,1,0,51,31,0.392156862745098,play,hanab_live,human,human
1757357,48,clanker1,e446b6c7fcd8e39e,rank,2,1,0,36,20,0.4444444444444444,play,hanab_live,human,human
1757357,50,clanker1,e446b6c7fcd8e39e,rank,3,2,1,25,17,0.32,play,hanab_live,human,human
1757357,52,clanker1,e446b6c7fcd8e39e,rank,4,1,1,26,16,0.3846153846153846,play,hanab_live,human,human
1757359,0,e446b6c7fcd8e39e,clanker1,rank,1,3,3,120,53,0.5583333333333333,hint,hanab_live,human,human
1757359,1,clanker1,e446b6c7fcd8e39e,color,4,1,0,115,77,0.3304347826086956,play,hanab_live,human,human
1757359,5,clanker1,e446b6c7fcd8e39e,rank,2,2,0,82,41,0.5,discard,hanab_live,human,human
1757359,7,clanker1,e446b6c7fcd8e39e,color,2,1,0,50,33,0.34,play,hanab_live,human,human
1757359,11,clanker1,e446b6c7fcd8e39e,color,3,1,1,35,16,0.5428571428571428,play,hanab_live,human,human
1757359,14,e446b6c7fcd8e39e,clanker1,rank,5,3,0,105,50,0.5238095238095238,hint,hanab_live,human,human
1757359,15,clanker1,e446b6c7fcd8e39e,color,0,1,0,33,27,0.1818181818181818,play,hanab_live,human,human
1757359,17,clanker1,e446b6c7fcd8e39e,rank,3,2,0,46,15,0.6739130434782609,discard,hanab_live,human,human
1757359,20,e446b6c7fcd8e39e,clanker1,color,2,1,0,52,30,0.4230769230769231,play,hanab_live,human,human
1757359,22,e446b6c7fcd8e39e,clanker1,color,0,2,1,34,12,0.6470588235294118,play,hanab_live,human,human
1757359,26,e446b6c7fcd8e39e,clanker1,color,1,2,1,28,10,0.6428571428571429,play,hanab_live,human,human
1757359,31,clanker1,e446b6c7fcd8e39e,rank,4,1,0,47,36,0.2340425531914893,play,hanab_live,human,human
1757359,34,e446b6c7fcd8e39e,clanker1,rank,1,1,0,56,34,0.3928571428571428,play,hanab_live,human,human
1757359,36,e446b6c7fcd8e39e,clanker1,color,2,1,0,38,24,0.3684210526315789,play,hanab_live,human,human
1757359,39,clanker1,e446b6c7fcd8e39e,color,2,2,1,37,30,0.1891891891891892,play,hanab_live,human,human
1757359,47,clanker1,e446b6c7fcd8e39e,rank,3,2,0,41,19,0.5365853658536586,discard,hanab_live,human,human
1757359,49,clanker1,e446b6c7fcd8e39e,color,3,2,1,23,12,0.4782608695652174,play,hanab_live,human,human
1757359,52,e446b6c7fcd8e39e,clanker1,color,3,2,0,40,22,0.45,play,hanab_live,human,human
1757359,55,clanker1,e446b6c7fcd8e39e,color,1,2,0,25,13,0.48,play,hanab_live,human,human
1757360,0,clanker6,2fc31451841f63e0,color,4,1,1,120,84,0.3,hint,hanab_live,human,human
1757360,1,2fc31451841f63e0,clanker6,rank,1,3,3,125,55,0.56,play,hanab_live,human,human
1757360,3,2fc31451841f63e0,clanker6,rank,5,1,0,75,50,0.3333333333333333,play,hanab_live,human,human
1757360,8,clanker6,2fc31451841f63e0,rank,2,1,0,108,74,0.3148148148148148,discard,hanab_live,human,human
1757360,11,2fc31451841f63e0,clanker6,color,2,1,1,96,62,0.3541666666666667,play,hanab_live,human,human
1757361,0,27797c996dc95a07,ee915ff623ed43b2,color,4,2,2,125,70,0.44,hint,hanab_live,human,human
1757361,1,ee915ff623ed43b2,27797c996dc95a07,rank,1,2,2,125,70,0.44,hint,hanab_live,human,human
1757361,2,27797c996dc95a07,ee915ff623ed43b2,rank,1,3,3,70,38,0.4571428571428571,play,hanab_live,human,human
1757361,4,27797c996dc95a07,ee915ff623ed43b2,color,0,1,1,59,31,0.4745762711864407,hint,hanab_live,human,human
1757361,5,ee915ff623ed43b2,27797c996dc95a07,color,3,1,0,70,53,0.2428571428571428,play,hanab_live,human,human
1757361,8,27797c996dc95a07,ee915ff623ed43b2,rank,4,1,0,51,25,0.5098039215686274,hint,hanab_live,human,human
1757361,9,ee915ff623ed43b2,27797c996dc95a07,rank,2,2,2,74,41,0.4459459459459459,play,hanab_live,human,human
1757361,14,27797c996dc95a07,ee915ff623ed43b2,rank,3,1,1,73,54,0.2602739726027397,play,hanab_live,human,human
1757361,16,27797c996dc95a07,ee915ff623ed43b2,color,3,1,1,76,48,0.3684210526315789,play,hanab_live,human,human
1757361,19,ee915ff623ed43b2,27797c996dc95a07,rank,4,2,1,99,53,0.4646464646464646,discard,hanab_live,human,human
1757361,22,27797c996dc95a07,ee915ff623ed43b2,rank,2,3,1,87,45,0.4827586206896552,play,hanab_live,human,human
1757362,0,e446b6c7fcd8e39e,clanker1,rank,2,2,0,115,64,0.4434782608695652,hint,hanab_live,human,human
1757362,1,clanker1,e446b6c7fcd8e39e,rank,5,1,0,120,84,0.3,discard,hanab_live,human,human
1757362,4,e446b6c7fcd8e39e,clanker1,rank,5,2,0,66,30,0.5454545454545454,discard,hanab_live,human,human
1757362,6,e446b6c7fcd8e39e,clanker1,color,0,2,1,38,16,0.5789473684210527,hint,hanab_live,human,human
1757362,7,clanker1,e446b6c7fcd8e39e,rank,3,1,0,86,56,0.3488372093023256,discard,hanab_live,human,human
1757362,9,clanker1,e446b6c7fcd8e39e,rank,4,1,0,64,44,0.3125,discard,hanab_live,human,human
1757363,0,e446b6c7fcd8e39e,clanker1,rank,1,1,1,120,81,0.325,hint,hanab_live,human,human
1757363,1,clanker1,e446b6c7fcd8e39e,rank,1,2,2,125,70,0.44,play,hanab_live,human,human
1757363,6,e446b6c7fcd8e39e,clanker1,color,0,1,0,95,64,0.3263157894736842,hint,hanab_live,human,human
1757363,7,clanker1,e446b6c7fcd8e39e,rank,3,1,0,110,70,0.3636363636363636,discard,hanab_live,human,human
1757363,9,clanker1,e446b6c7fcd8e39e,color,4,3,0,75,39,0.48,play,hanab_live,human,human
1757363,12,e446b6c7fcd8e39e,clanker1,color,4,2,0,69,39,0.4347826086956521,play,hanab_live,human,human
1757363,14,e446b6c7fcd8e39e,clanker1,rank,5,1,0,42,20,0.5238095238095238,discard,hanab_live,human,human
1757363,17,clanker1,e446b6c7fcd8e39e,rank,4,1,0,42,17,0.5952380952380952,discard,hanab_live,human,human
1757363,19,clanker1,e446b6c7fcd8e39e,rank,2,1,0,33,27,0.1818181818181818,play,hanab_live,human,human
1757363,22,e446b6c7fcd8e39e,clanker1,rank,4,1,0,53,29,0.4528301886792453,discard,hanab_live,human,human
1757363,28,e446b6c7fcd8e39e,clanker1,color,3,2,0,44,24,0.4545454545454545,discard,hanab_live,human,human
1757363,30,e446b6c7fcd8e39e,clanker1,color,3,2,0,40,25,0.375,play,hanab_live,human,human
1757365,0,clanker1,e446b6c7fcd8e39e,rank,1,2,2,125,70,0.44,hint,hanab_live,human,human
1757365,1,e446b6c7fcd8e39e,clanker1,rank,1,3,3,120,53,0.5583333333333333,play,hanab_live,human,human
1757365,4,clanker1,e446b6c7fcd8e39e,color,3,2,0,90,57,0.3666666666666666,hint,hanab_live,human,human
1757365,5,e446b6c7fcd8e39e,clanker1,color,4,2,2,72,54,0.25,play,hanab_live,human,human
1757365,7,e446b6c7fcd8e39e,clanker1,color,2,3,0,77,29,0.6233766233766234,play,hanab_live,human,human
1757365,10,clanker1,e446b6c7fcd8e39e,color,4,3,1,77,29,0.6233766233766234,play,hanab_live,human,human
1757365,12,clanker1,e446b6c7fcd8e39e,rank,3,3,1,48,15,0.6875,play,hanab_live,human,human
1757365,14,clanker1,e446b6c7fcd8e39e,rank,3,3,0,38,19,0.5,discard,hanab_live,human,human
1757365,18,clanker1,e446b6c7fcd8e39e,color,0,2,1,38,16,0.5789473684210527,play,hanab_live,human,human
1757365,21,e446b6c7fcd8e39e,clanker1,color,2,5,1,59,23,0.6101694915254238,play,hanab_live,human,human
1757365,23,e446b6c7fcd8e39e,clanker1,rank,2,2,2,41,17,0.5853658536585366,play,hanab_live,human,human
1757365,26,clanker1,e446b6c7fcd8e39e,rank,4,2,0,56,30,0.4642857142857143,discard,hanab_live,human,human
1757365,29,e446b6c7fcd8e39e,clanker1,color,0,1,1,55,33,0.4,play,hanab_live,human,human
1757365,33,e446b6c7fcd8e39e,clanker1,rank,4,2,1,35,23,0.3428571428571428,play,hanab_live,human,human
1757365,35,e446b6c7fcd8e39e,clanker1,rank,5,3,0,43,11,0.7441860465116279,play,hanab_live,human,human
1757365,42,clanker1,e446b6c7fcd8e39e,rank,5,1,0,62,53,0.1451612903225806,play,hanab_live,human,human
1757365,45,e446b6c7fcd8e39e,clanker1,color,1,2,0,54,31,0.4259259259259259,play,hanab_live,human,human
1757365,51,e446b6c7fcd8e39e,clanker1,rank,3,2,1,31,14,0.5483870967741935,play,hanab_live,human,human
1757365,53,e446b6c7fcd8e39e,clanker1,rank,5,2,1,21,11,0.4761904761904761,play,hanab_live,human,human
